Loan_ID,Age,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,LoanAmount,Previous_Loan_Taken,Cibil_Score,Property_Area,Customer_Bandwith,Tenure,Loan_Status
LP001807,57,Male,Yes,1,Graduate,Yes,55693,293962,Yes,809,Rural,Good,20,No
LP001811,30,Male,Yes,0,Not Graduate,No,87892,198763,Yes,837,Semiurban,Good,7,No
LP001813,59,Male,No,3,Graduate,Yes,48805,266267,Yes,546,Urban,Medium,30,Yes
LP001814,60,Male,Yes,0,Graduate,No,75984,171338,Yes,892,Urban,Good,44,No
LP001819,26,Male,Yes,4,Not Graduate,No,79337,688747,Yes,897,Urban,Good,16,No
LP001824,27,Male,Yes,5,Graduate,No,62209,623877,Yes,863,Semiurban,Good,29,No
LP001825,35,Male,Yes,0,Graduate,No,35179,921426,Yes,841,Urban,Good,18,No
LP001835,60,Male,Yes,5,Not Graduate,No,35409,104000,No,411,Semiurban,Bad,20,Yes
LP001836,45,Female,No,4,Graduate,No,54228,981482,Yes,303,Urban,Bad,35,Yes
LP001841,52,Male,No,3,Not Graduate,Yes,89567,193351,Yes,634,Rural,Medium,17,No
LP001843,39,Male,Yes,4,Not Graduate,No,31079,858027,Yes,606,Semiurban,Medium,40,No
LP001844,47,Male,No,4,Graduate,Yes,69656,210200,No,755,Urban,Good,28,Yes
LP001846,33,Female,No,2,Graduate,No,43561,894039,Yes,753,Rural,Good,23,No
LP001849,25,Male,No,0,Not Graduate,No,67516,273290,No,488,Rural,Medium,32,Yes
LP001854,57,Male,Yes,5,Graduate,No,76942,597332,Yes,797,Urban,Good,36,Yes
LP001859,23,Male,Yes,2,Graduate,No,73665,481781,Yes,510,Rural,Medium,46,Yes
LP001864,35,Male,Yes,4,Not Graduate,No,40902,384805,No,635,Semiurban,Medium,41,Yes
LP001865,28,Male,Yes,5,Graduate,No,27802,841288,Yes,880,Urban,Good,11,No
LP001868,26,Male,No,1,Graduate,No,22887,308026,Yes,614,Semiurban,Medium,8,No
LP001870,45,Female,No,2,Graduate,No,85904,567947,Yes,471,Semiurban,Medium,48,Yes
LP001871,44,Female,No,4,Graduate,No,56390,429994,Yes,818,Rural,Good,43,No
LP001872,40,Male,No,4,Graduate,Yes,83891,918428,Yes,882,Semiurban,Good,7,No
LP001875,60,Male,No,3,Graduate,No,84482,524704,Yes,703,Rural,Good,44,No
LP001877,39,Male,Yes,4,Graduate,No,71933,135635,Yes,707,Semiurban,Good,33,No
LP001882,51,Male,Yes,0,Graduate,No,63114,363185,No,733,Urban,Good,47,No
LP001883,56,Female,No,0,Graduate,,67154,576769,Yes,779,Rural,Good,19,Yes
LP001884,22,Female,No,3,Graduate,No,57339,698682,Yes,854,Urban,Good,28,No
LP001888,23,Female,No,4,Graduate,No,78044,212675,Yes,866,Urban,Good,27,No
LP001891,26,Male,Yes,2,Graduate,No,64208,395196,Yes,842,Urban,Good,23,No
LP001892,54,Male,No,0,Graduate,No,30256,238059,Yes,707,Rural,Good,38,No
LP001894,59,Male,Yes,5,Graduate,No,44530,471558,Yes,646,Semiurban,Medium,14,No
LP001896,50,Male,Yes,5,Graduate,No,81740,328896,Yes,884,Semiurban,Good,13,No
LP001900,31,Male,Yes,4,Graduate,No,94569,814275,Yes,721,Semiurban,Good,16,No
LP001903,51,Male,Yes,5,Graduate,No,26497,883784,Yes,866,Semiurban,Good,20,No
LP001904,55,Male,Yes,3,Graduate,No,78403,426335,Yes,710,Urban,Good,11,No
LP001907,18,Male,Yes,3,Graduate,No,91744,228801,Yes,770,Semiurban,Good,14,No
LP001908,43,Female,Yes,2,Not Graduate,No,56736,968387,Yes,667,Rural,Good,41,No
LP001910,43,Male,No,3,Not Graduate,Yes,26396,877983,No,335,Urban,Bad,48,Yes
LP001914,35,Male,Yes,4,Graduate,No,73204,564336,Yes,677,Semiurban,Good,43,No
LP001915,32,Male,Yes,3,Graduate,No,53881,972116,Yes,875,Urban,Good,30,No
LP001917,32,Female,No,1,Graduate,No,27479,376309,Yes,669,Urban,Good,10,No
LP001922,48,Male,Yes,2,Graduate,No,76921,615557,Yes,669,Rural,Good,6,Yes
LP001924,31,Male,No,4,Graduate,No,34468,704049,Yes,808,Rural,Good,34,No
LP001925,19,Female,No,5,Graduate,Yes,33538,428581,Yes,398,Semiurban,Bad,18,Yes
LP001926,21,Male,Yes,3,Graduate,No,93572,918737,Yes,642,Rural,Medium,46,No
LP001931,39,Female,No,4,Graduate,No,81735,831532,Yes,764,Semiurban,Good,8,No
LP001935,32,Male,No,0,Graduate,No,27368,801648,Yes,665,Rural,Good,11,No
LP001936,36,Male,Yes,3,Graduate,No,68067,346475,Yes,671,Rural,Good,16,No
LP001938,18,Male,Yes,2,Graduate,No,88817,772092,No,326,Semiurban,Bad,47,Yes
LP001940,53,Male,Yes,0,Graduate,No,32434,994669,Yes,883,Urban,Good,37,No
LP001945,25,Female,No,5,Graduate,No,67574,735540,No,665,Urban,Good,30,Yes
LP001947,49,Male,Yes,5,Graduate,No,67545,838506,Yes,641,Semiurban,Medium,15,No
LP001949,27,Male,Yes,1,Graduate,,27887,953001,Yes,859,Urban,Good,14,No
LP001953,46,Male,Yes,1,Graduate,No,88655,660093,Yes,730,Semiurban,Good,26,No
LP001954,28,Female,Yes,4,Graduate,No,23613,146881,Yes,742,Urban,Good,48,No
LP001955,44,Female,No,0,Graduate,No,89029,124784,Yes,881,Rural,Good,21,Yes
LP001963,30,Male,Yes,5,Graduate,No,41062,399088,Yes,416,Urban,Bad,30,Yes
LP001964,55,Male,Yes,3,Not Graduate,No,85756,837981,No,809,Urban,Good,21,Yes
LP001972,47,Male,Yes,4,Not Graduate,No,53247,655146,Yes,786,Semiurban,Good,16,No
LP001974,21,Female,No,4,Graduate,No,89881,957816,Yes,659,Rural,Good,8,No
LP001977,48,Male,Yes,5,Graduate,No,61191,141657,Yes,684,Urban,Good,16,No
LP001978,39,Male,No,5,Graduate,No,57015,962671,Yes,851,Rural,Good,46,No
LP001990,46,Male,No,0,Not Graduate,No,44200,892619,Yes,689,Urban,Good,36,Yes
LP001993,49,Female,No,0,Graduate,No,77528,897072,Yes,637,Rural,Medium,42,No
LP001994,38,Female,No,0,Graduate,No,91646,952036,No,839,Urban,Good,42,Yes
LP001996,41,Male,No,1,Graduate,No,80636,464978,Yes,790,Rural,Good,43,Yes
LP001998,50,Male,Yes,5,Not Graduate,No,31431,338641,Yes,899,Rural,Good,15,No
LP002002,21,Female,No,4,Graduate,No,79394,961087,Yes,665,Semiurban,Good,41,No
LP002004,54,Male,No,2,Not Graduate,No,57314,719415,Yes,713,Semiurban,Good,29,No
LP002006,28,Female,No,1,Graduate,No,61827,361761,Yes,634,Rural,Medium,33,No
LP002008,43,Male,Yes,4,Graduate,Yes,71929,225043,Yes,736,Rural,Good,37,No
LP002024,50,,Yes,5,Graduate,No,83795,935889,Yes,387,Rural,Bad,38,Yes
LP002031,27,Male,Yes,4,Not Graduate,No,55040,537000,Yes,803,Urban,Good,14,No
LP002035,52,Male,Yes,2,Graduate,No,74793,424293,Yes,860,Semiurban,Good,19,No
LP002036,45,Male,Yes,4,Graduate,No,49175,578833,Yes,611,Urban,Medium,36,No
LP002043,58,Female,No,5,Graduate,No,22157,860773,Yes,864,Semiurban,Good,17,No
LP002050,58,Male,Yes,2,Graduate,Yes,42844,256485,Yes,863,Rural,Good,30,Yes
LP002051,22,Male,Yes,0,Graduate,No,46501,126738,Yes,831,Semiurban,Good,6,No
LP002053,34,Male,Yes,1,Graduate,No,34931,859087,Yes,708,Semiurban,Good,29,No
LP002054,38,Male,Yes,2,Not Graduate,No,26959,778666,Yes,865,Rural,Good,45,No
LP002055,31,Female,No,5,Graduate,No,87255,251231,Yes,610,Rural,Medium,7,No
LP002065,23,Male,Yes,5,Graduate,No,98794,316833,Yes,776,Rural,Good,30,No
LP002067,18,Male,Yes,4,Graduate,Yes,72405,416167,No,868,Rural,Good,11,Yes
LP002068,27,Male,No,1,Graduate,No,69005,799338,No,744,Rural,Good,43,No
LP002082,50,Male,Yes,1,Graduate,Yes,75771,537694,Yes,816,Semiurban,Good,36,No
LP002086,35,Female,Yes,5,Graduate,No,36742,970758,Yes,746,Urban,Good,42,Yes
LP002087,36,Female,No,0,Graduate,No,65075,134775,Yes,675,Urban,Good,5,No
LP002097,59,Male,No,3,Graduate,No,82338,523202,Yes,693,Urban,Good,44,No
LP002098,38,Male,No,0,Graduate,No,73432,440584,Yes,619,Semiurban,Medium,8,No
LP002100,27,Male,No,1,Graduate,No,98824,493434,Yes,801,Urban,Good,25,No
LP002101,41,Male,Yes,4,Graduate,,96013,982835,Yes,731,Urban,Good,35,No
LP002103,57,,Yes,3,Graduate,Yes,62814,448524,Yes,879,Urban,Good,33,No
LP002106,53,Male,Yes,2,Graduate,Yes,63503,706402,Yes,650,Semiurban,Medium,20,No
LP002110,60,Male,Yes,1,Graduate,,59261,335320,Yes,847,Rural,Good,6,No
LP002112,18,Male,Yes,5,Graduate,Yes,52451,456262,Yes,664,Rural,Good,17,No
LP002113,34,Female,No,2,Not Graduate,No,48222,374956,No,494,Urban,Medium,10,Yes
LP002114,33,Female,No,0,Graduate,No,33487,158169,Yes,872,Semiurban,Good,36,No
LP002115,56,Male,Yes,3,Not Graduate,No,51193,229631,Yes,336,Rural,Bad,13,Yes
LP002116,56,Female,No,4,Graduate,No,61448,941459,Yes,702,Rural,Good,43,Yes
LP002119,52,Male,Yes,3,Not Graduate,No,23675,476824,Yes,688,Urban,Good,28,No
LP002126,56,Male,Yes,4,Not Graduate,No,90495,603124,Yes,895,Semiurban,Good,40,No
LP002128,59,Male,Yes,4,Graduate,,90967,952358,Yes,812,Rural,Good,17,No
LP002129,42,Male,Yes,1,Graduate,No,47186,538948,Yes,833,Semiurban,Good,10,No
LP002130,41,Male,Yes,4,Not Graduate,No,38507,483705,No,346,Rural,Bad,38,Yes
LP002131,55,Male,Yes,4,Not Graduate,No,60739,339446,Yes,729,Urban,Good,6,No
LP002137,34,Male,Yes,1,Graduate,No,82455,957194,Yes,655,Semiurban,Good,29,No
LP002138,21,Male,Yes,2,Graduate,No,33070,682534,Yes,723,Rural,Good,47,No
LP002139,19,Male,Yes,2,Graduate,No,68098,615511,Yes,620,Semiurban,Medium,37,No
LP002140,59,Male,No,4,Graduate,No,38286,904855,Yes,639,Rural,Medium,8,Yes
LP002141,56,Male,Yes,3,Graduate,No,83810,862496,Yes,711,Rural,Good,11,No
LP002142,50,Female,Yes,1,Graduate,Yes,62828,204688,No,702,Rural,Good,6,Yes
LP002143,31,Female,Yes,5,Graduate,No,77115,124599,Yes,805,Semiurban,Good,39,No
LP002144,58,Female,No,3,Graduate,No,63934,872197,Yes,674,Urban,Good,32,No
LP002149,57,Male,Yes,4,Graduate,No,21552,924951,Yes,830,Rural,Good,22,No
LP002151,53,Male,Yes,5,Graduate,No,59508,188602,Yes,363,Urban,Bad,33,Yes
LP002158,32,Male,Yes,1,Not Graduate,No,52276,579619,No,805,Urban,Good,19,Yes
LP002160,51,Male,Yes,0,Graduate,No,34235,800621,Yes,807,Semiurban,Good,19,No
LP002161,36,Female,No,5,Graduate,No,85231,289078,Yes,554,Semiurban,Medium,26,Yes
LP002170,54,Male,Yes,1,Graduate,No,92941,616095,Yes,692,Semiurban,Good,23,No
LP002175,18,Male,Yes,4,Graduate,No,54099,978597,Yes,686,Urban,Good,45,No
LP002178,57,Male,Yes,1,Graduate,No,48546,216341,Yes,777,Urban,Good,45,No
LP002180,37,Male,No,1,Graduate,Yes,21122,503023,Yes,846,Rural,Good,17,No
LP002181,25,Male,No,2,Not Graduate,No,35469,331621,Yes,372,Rural,Bad,12,Yes
LP002187,20,Male,No,2,Graduate,No,61147,420498,Yes,728,Semiurban,Good,45,Yes
LP002188,18,Male,No,1,Graduate,No,63798,619175,No,824,Rural,Good,34,Yes
LP002190,32,Male,Yes,0,Graduate,No,57346,582298,Yes,643,Semiurban,Medium,18,No
LP002191,32,Male,Yes,2,Graduate,No,27300,220977,Yes,875,Rural,Good,26,Yes
LP002194,52,Female,No,3,Graduate,Yes,68279,594478,Yes,688,Semiurban,Good,9,No
LP002197,42,Male,Yes,4,Graduate,No,87977,507531,Yes,836,Semiurban,Good,26,No
LP002201,22,Male,Yes,0,Graduate,Yes,36239,631384,Yes,624,Rural,Medium,17,No
LP002205,48,Male,No,3,Graduate,No,45632,573990,No,559,Urban,Medium,20,Yes
LP002209,56,Female,No,1,Graduate,,53287,804109,Yes,608,Urban,Medium,17,No
LP002211,31,Male,Yes,5,Graduate,No,93613,940289,Yes,628,Urban,Medium,46,No
LP002219,41,Male,Yes,3,Graduate,No,77225,186251,Yes,816,Rural,Good,29,No
LP002223,45,Male,Yes,1,Graduate,No,93313,403635,Yes,811,Semiurban,Good,8,No
LP002224,50,Male,No,2,Graduate,No,26480,555528,Yes,471,Urban,Medium,6,Yes
LP002225,59,Male,Yes,2,Graduate,No,60862,630604,Yes,609,Urban,Medium,26,No
LP002226,35,Male,Yes,5,Graduate,,22615,547278,Yes,650,Semiurban,Medium,17,No
LP002229,39,Male,No,1,Graduate,No,73988,219516,Yes,634,Semiurban,Medium,40,No
LP002231,33,Female,No,2,Graduate,No,42289,984490,Yes,753,Urban,Good,17,No
LP002234,42,Male,No,0,Graduate,Yes,23259,711905,Yes,873,Urban,Good,32,No
LP002236,41,Male,Yes,1,Graduate,No,40507,826347,Yes,386,Urban,Bad,13,Yes
LP002237,38,Male,No,3,Graduate,,41389,232118,Yes,702,Urban,Good,40,No
LP002239,53,Male,No,0,Not Graduate,No,37302,411594,Yes,844,Semiurban,Good,46,No
LP002243,40,Male,Yes,0,Not Graduate,No,85921,795790,No,737,Urban,Good,44,Yes
LP002244,30,Male,Yes,4,Graduate,No,77764,992418,Yes,898,Urban,Good,38,No
LP002250,22,Male,Yes,4,Graduate,No,31400,917616,Yes,684,Rural,Good,44,No
LP002255,57,Male,No,0,Graduate,No,89976,655741,Yes,818,Rural,Good,23,No
LP002262,44,Male,Yes,3,Graduate,No,36122,584707,Yes,897,Rural,Good,6,No
LP002263,51,Male,Yes,5,Graduate,No,71223,869911,Yes,835,Urban,Good,41,No
LP002265,32,Male,Yes,5,Not Graduate,No,47500,113498,Yes,818,Semiurban,Good,39,No
LP002266,54,Male,Yes,1,Graduate,No,58694,790459,Yes,657,Urban,Good,22,No
LP002272,31,Male,Yes,2,Graduate,No,74713,926881,Yes,705,Semiurban,Good,7,No
LP002277,42,Female,No,4,Graduate,No,64313,374723,No,787,Urban,Good,30,Yes
LP002281,18,Male,Yes,2,Graduate,No,21197,774510,Yes,752,Urban,Good,9,No
LP002284,58,Male,No,3,Not Graduate,No,91544,720913,Yes,630,Rural,Medium,37,No
LP002287,51,Female,No,5,Graduate,No,37746,342735,No,475,Semiurban,Medium,30,Yes
LP002288,42,Male,Yes,4,Not Graduate,No,98488,342152,No,845,Urban,Good,45,Yes
LP002296,32,Male,No,2,Not Graduate,No,99459,755401,Yes,415,Rural,Bad,23,Yes
LP002297,19,Male,No,4,Graduate,No,59428,616427,Yes,743,Semiurban,Good,12,No
LP002300,45,Female,No,2,Not Graduate,No,62841,942346,Yes,767,Semiurban,Good,25,No
LP002301,40,Female,No,3,Graduate,Yes,87583,590806,Yes,313,Rural,Bad,7,Yes
LP002305,34,Female,No,0,Graduate,No,98470,300988,Yes,666,Semiurban,Good,43,No
LP002308,21,Male,Yes,3,Not Graduate,No,33503,992119,Yes,666,Urban,Good,5,No
LP002314,49,Female,No,3,Not Graduate,No,76388,554511,Yes,734,Rural,Good,31,No
LP002315,50,Male,Yes,5,Graduate,No,92714,441620,No,884,Semiurban,Good,23,Yes
LP002317,52,Male,Yes,4,Graduate,No,87502,558481,No,404,Rural,Bad,13,Yes
LP002318,20,Female,No,2,Not Graduate,Yes,31025,757981,Yes,494,Semiurban,Medium,6,Yes
LP002319,57,Male,Yes,1,Graduate,,43882,639519,Yes,665,Urban,Good,43,No
LP002328,32,Male,Yes,2,Not Graduate,No,61571,575707,No,821,Rural,Good,35,Yes
LP002332,49,Male,Yes,1,Not Graduate,No,29456,724771,Yes,746,Rural,Good,5,No
LP002335,35,Female,Yes,2,Not Graduate,No,91211,497628,No,622,Semiurban,Medium,32,Yes
LP002337,27,Female,No,0,Graduate,No,70455,133011,Yes,624,Urban,Medium,31,No
LP002341,49,Female,No,0,Graduate,No,96373,467772,Yes,843,Urban,Good,35,Yes
LP002342,44,Male,Yes,4,Graduate,Yes,53641,691176,Yes,800,Urban,Good,8,Yes
LP002345,38,Male,Yes,3,Graduate,No,61845,276640,Yes,601,Rural,Medium,31,No
LP002347,37,Male,Yes,0,Graduate,No,92384,361642,Yes,712,Semiurban,Good,30,No
LP002348,20,Male,Yes,2,Graduate,No,57934,894382,Yes,797,Rural,Good,46,No
LP002357,51,Female,No,0,Not Graduate,No,74363,270307,No,698,Urban,Good,20,Yes
LP002361,34,Male,Yes,2,Graduate,No,39763,485228,Yes,632,Urban,Medium,28,No
LP002362,27,Male,Yes,5,Graduate,No,38800,722448,No,538,Urban,Medium,9,Yes
LP002364,21,Male,Yes,4,Graduate,No,90040,296459,Yes,735,Semiurban,Good,27,No
LP002366,30,Male,Yes,2,Graduate,No,85012,530883,Yes,730,Rural,Good,39,No
LP002367,33,Female,No,4,Not Graduate,No,34188,837315,Yes,750,Rural,Good,22,Yes
LP002368,24,Male,Yes,4,Graduate,No,48881,159891,Yes,899,Semiurban,Good,45,No
LP002369,56,Male,Yes,2,Graduate,No,26784,996208,Yes,669,Rural,Good,32,No
LP002370,41,Male,No,2,Not Graduate,No,98982,467860,Yes,629,Urban,Medium,37,No
LP002377,58,Female,No,1,Graduate,Yes,35958,139922,Yes,825,Semiurban,Good,27,No
LP002379,19,Male,No,1,Graduate,No,39656,833457,No,828,Rural,Good,28,Yes
LP002386,47,Male,No,5,Graduate,,99077,788568,Yes,672,Semiurban,Good,47,No
LP002387,35,Male,Yes,1,Graduate,No,63664,841160,Yes,802,Semiurban,Good,46,No
LP002390,35,Male,No,0,Graduate,No,94086,201433,Yes,730,Urban,Good,35,No
LP002393,56,Female,,5,Graduate,No,39985,110481,Yes,861,Semiurban,Good,43,No
LP002398,53,Male,No,0,Graduate,No,24883,500745,Yes,808,Semiurban,Good,11,No
LP002401,28,Male,Yes,4,Graduate,No,56445,397237,Yes,717,Urban,Good,29,No
LP002403,36,Male,No,4,Graduate,Yes,97275,387994,No,345,Urban,Bad,29,Yes
LP002407,51,Female,Yes,1,Not Graduate,Yes,72451,760632,Yes,895,Rural,Good,5,No
LP002408,39,Male,No,5,Graduate,No,75654,919831,Yes,711,Semiurban,Good,8,No
LP002409,51,Male,Yes,1,Graduate,No,34043,989778,Yes,689,Rural,Good,25,No
LP002418,30,Male,No,3,Not Graduate,No,29374,490946,Yes,613,Semiurban,Medium,37,No
LP002422,20,Male,No,3,Graduate,No,26322,863708,Yes,782,Semiurban,Good,19,No
LP002424,55,Male,Yes,3,Graduate,No,88773,579376,Yes,737,Rural,Good,35,No
LP002429,40,Male,Yes,5,Graduate,Yes,34403,844866,Yes,814,Rural,Good,20,No
LP002434,26,Male,Yes,2,Not Graduate,No,80153,347734,Yes,672,Rural,Good,37,No
LP002435,47,Male,Yes,1,Graduate,,85357,362761,Yes,667,Rural,Good,45,Yes
LP002443,57,Male,Yes,2,Graduate,No,42817,138872,No,432,Rural,Bad,20,Yes
LP002444,47,Male,No,5,Not Graduate,Yes,87918,373362,Yes,684,Semiurban,Good,12,Yes
LP002446,36,Male,Yes,2,Not Graduate,No,93388,531357,No,459,Rural,Medium,34,Yes
LP002447,25,Male,Yes,3,Not Graduate,No,41198,611262,Yes,626,Urban,Medium,32,No
LP002448,58,Male,Yes,1,Graduate,No,66490,478724,No,743,Rural,Good,42,Yes
LP002449,18,Male,Yes,4,Graduate,No,30559,711302,No,604,Rural,Medium,23,No
LP002453,23,Male,No,3,Graduate,Yes,36550,631585,Yes,603,Semiurban,Medium,7,No
LP002455,28,Male,Yes,3,Graduate,No,49803,808327,Yes,832,Semiurban,Good,22,No
LP002459,24,Male,Yes,3,Graduate,No,36259,916353,Yes,660,Urban,Good,32,No
LP002467,21,Male,Yes,5,Graduate,No,34229,866491,Yes,467,Urban,Medium,9,Yes
LP002472,31,Male,No,0,Graduate,No,63866,303409,Yes,738,Rural,Good,48,No
LP002473,56,Male,Yes,2,Graduate,No,27623,321635,Yes,735,Semiurban,Good,37,Yes
LP002478,54,,Yes,4,Graduate,Yes,95182,316114,Yes,676,Semiurban,Good,17,No
LP002484,34,Male,Yes,5,Graduate,No,74805,871976,Yes,606,Urban,Medium,45,No
LP002487,49,Male,Yes,3,Graduate,No,59359,448699,Yes,703,Rural,Good,20,No
LP002489,48,Female,No,3,Not Graduate,,41701,164896,Yes,782,Semiurban,Good,13,No
LP002493,41,Male,No,3,Graduate,No,70413,464151,No,783,Semiurban,Good,19,Yes
LP002494,59,Male,No,2,Graduate,No,72248,939958,Yes,761,Rural,Good,40,No
LP002500,50,Male,Yes,2,Not Graduate,No,69364,490067,No,602,Urban,Medium,5,Yes
LP002501,59,,Yes,0,Graduate,No,72273,517551,Yes,603,Semiurban,Medium,15,No
LP002502,34,Female,Yes,1,Not Graduate,,63021,790717,Yes,703,Semiurban,Good,30,No
LP002505,21,Male,Yes,4,Graduate,No,38755,224207,Yes,473,Urban,Medium,40,Yes
LP002515,54,Male,Yes,0,Graduate,Yes,40632,632342,Yes,684,Semiurban,Good,25,No
LP002517,29,Male,Yes,0,Not Graduate,No,48152,800956,No,605,Rural,Medium,17,Yes
LP002519,24,Male,Yes,5,Graduate,No,64797,206814,Yes,603,Semiurban,Medium,37,No
LP002522,36,Female,No,3,Graduate,Yes,30073,438200,Yes,723,Urban,Good,28,No
LP002524,50,Male,No,0,Graduate,No,91112,928361,Yes,872,Rural,Good,10,No
LP002527,33,Male,Yes,3,Graduate,Yes,58525,101336,Yes,615,Rural,Medium,34,No
LP002529,32,Male,Yes,3,Graduate,No,66932,578971,Yes,649,Semiurban,Medium,23,No
LP002530,22,,Yes,0,Graduate,No,44989,466541,No,797,Semiurban,Good,45,Yes
LP002531,30,Male,Yes,2,Graduate,Yes,42143,830199,Yes,766,Semiurban,Good,32,No
LP002533,55,Male,Yes,2,Graduate,No,41524,465413,Yes,703,Urban,Good,12,Yes
LP002534,22,Female,No,0,Not Graduate,No,92312,824380,Yes,746,Rural,Good,22,No
LP002536,25,Male,Yes,1,Not Graduate,No,92560,781782,Yes,601,Rural,Medium,40,No
LP002537,55,Male,Yes,3,Graduate,No,75215,883587,Yes,710,Semiurban,Good,5,No
LP002541,29,Male,Yes,2,Graduate,No,67346,483054,Yes,753,Semiurban,Good,16,No
LP002543,42,Male,Yes,1,Graduate,No,60045,360488,Yes,613,Semiurban,Medium,11,No
LP002544,51,Male,Yes,5,Not Graduate,No,69175,440017,Yes,821,Rural,Good,5,No
LP002545,22,Male,No,2,Graduate,No,76859,281763,No,587,Rural,Medium,6,Yes
LP002547,40,Male,Yes,0,Graduate,No,66943,924125,Yes,317,Urban,Bad,20,Yes
